bmdm_tpm	host_id	host_name
48.15685758	O08849	Rgs2
48.13935828	Q8VCZ3	Thap7
48.12782776	P35283	Rab12
48.02006326	P61327	Magoh
47.99883869	P97499	Tep1
47.98596377	O35228	Ebi3
47.9579751	Q8VD57	Sft2d2
47.95410171	Q62406	Irak1
47.93484458	Q9DB29	Iah1
47.90735154	Q99LB2	Dhrs4
47.87417603	Q9D0R4	Ddx56
47.84785265	Q99PU7	Bap1
47.79649765	Q4KL18	Tmem171
47.73673477	Q9CQ06	Mrpl24
47.73629661	Q8C6U2	Pqlc3
47.72290671	Q9QUR7	Pin1
47.71889436	Q9D1X9	Tmem50b
47.69216378	Q9CQ33	Lztr1
47.67459825	Q6P8X1	Snx6
47.62799487	P30681	Hmgb2
47.58313265	Q9D115	Zfp706
47.58042766	Q99KU1	Dhdds
47.57733543	Q5EE38	Acd
47.53391028	Q9CRB9	Chchd3
47.44915564	Q3UMU9	Hdgfrp2
47.43660223	Q8BFQ8	Pddc1
47.41257305	Q8CII2	Cdc123
47.3617815	P24860	Ccnb1
47.35749536	P35276	Rab3d
47.3219609	P70302	Stim1
47.2772241	Q3U319	Rnf40
47.27052063	Q8BZT9	Lacc1
47.25505062	Q8BK08	Tmem11
47.2266294	Q8R016	Blmh
47.22098238	Q9EPU4	Cpsf1
47.21366569	Q9D8C4	Ifi35
47.16148393	Q6P9S7	Galnt10
47.11082645	O88824	Jtb
47.07558194	Q8CGU1	Calcoco1
47.07100042	Q9D7X3	Dusp3
47.01715413	P58749	Tm6sf1
46.99492315	Q9CPY3	Cdca5
46.98470515	Q63961	Eng
46.94075362	Q8K194	Snrnp27
46.89709397	Q8BIJ7	Rufy1
46.88733376	Q9Z2G6	Sel1l
46.84773149	Q62276	Med22
46.80325941	Q80SY3	Atp6v0d2
46.71751083	Q9CWL8	Ctnnbl1
46.69111598	P54823	Ddx6
46.64863861	Q9D6Z0	Alkbh7
46.64829957	P63147	Ube2b
46.62867343	O88696	Clpp
46.62479371	Q8CCF0	Prpf31
46.62128089	Q80WR5	A430005L14Rik
46.61952571	Q8K2C8	Agpat6
46.619363	Q8C570	Rae1
46.60978136	Q922B1	Macrod1
46.57911346	Q3TC93	Hs1bp3
46.56642776	Q9CZ83	Mrpl55
46.56003468	Q9WTM5	Ruvbl2
46.54124152	Q5HZI9	Slc25a51
46.52929049	Q99N93	Mrpl16
46.52817309	O08583	Alyref
46.49698478	D3YXK2	Safb
46.49236586	Q9QXH4	Itgax
46.49005439	Q8CDN6	Txnl1
46.48988297	Q91W89	Man2c1
46.48618538	Q91W98	Slc15a4
46.47861344	Q8BHI7	Elovl5
46.47504969	Q8R3G1	Ppp1r8
46.45432334	Q99J19	Smim11
46.45334658	Q6PE01	Snrnp40
46.45240233	Q07113	Igf2r
46.43325747	Q9DAZ5	1600002K03Rik
46.42139083	P32921	Wars
46.37172493	Q3TXS7	Psmd1
46.36496561	Q3THJ3	Eif1ad
46.34576512	Q8BKJ9	Sirt7
46.30182693	Q9WVM3	Anapc7
46.26675468	Q9CPY1	Mrpl51
46.24239675	P49615	Cdk5
46.18660306	Q9D8Y1	Tmem126a
46.14992318	Q9D8Z1	Ascc1
46.14982077	Q8BY89	Slc44a2
46.11584931	Q9D6V8	Paip2
46.07746823	Q922E4	Pcyt2
46.05717561	P15037	Ets2
46.05445408	Q8BM55	Tmem214
46.03605424	Q9R0H0	Acox1
46.02970767	Q8C0D7	Ing4
46.02412533	O08582	Gtpbp1
45.99828672	Q8R0Z5	Slc25a28
45.98193042	Q9Z2M7	Pmm2
45.90726605	P23116	Eif3a
45.90685238	Q8VCG3	Wdr74
45.90492231	Q9Z1M0	P2rx7
45.82115851	Q91VU1	Yipf1
45.81864759	Q9ES34	Ube3b
45.80327592	Q8R1Q8	Dync1li1
45.73955999	Q99JB2	Stoml2
45.73818727	Q9D7W5	Med8
45.73573831	Q9CQ40	Mrpl49
45.72180921	P46638	Rab11b
45.71645282	Q99J78	Def8
45.71520226	Q9Z0F8	Adam17
45.70343413	Q61205	Pafah1b3
45.70259607	P49443	Ppm1a
45.69582762	Q9Z1Z2	Strap
45.69492996	Q01320	Top2a
45.68910326	P23298	Prkch
45.62368792	P42208	2-Sep
45.52895637	Q9JJD0	Thap11
45.52701676	P35639	Ddit3
45.48537313	Q9JJU8	Sh3bgrl
45.43957085	Q9CQN7	Mrpl41
45.43400528	P07903	Ercc1
45.42991133	P61226	Rap2b
45.42028054	Q3V4B5	Commd6
45.34134354	O54965	Rnf13
45.29765872	Q8BWY7	Slc39a11
45.29572273	Q9D2N9	Vps33a
45.22158642	A2A9T0	Tbkbp1
45.17295358	O54790	Mafg
45.17133022	Q60925	Dbp
45.11633361	Q80UM7	Mogs
45.11000051	O09039	Sh2b3
45.10070895	Q9CWG9	Bloc1s2
45.09741363	Q9JHU4	Dync1h1
45.07591966	Q9WVK0	Agtrap
45.03324529	Q9DCM4	Dnal4
45.03157935	P47791	Gsr
44.97643057	Q9CY16	Mrps28
44.94960272	Q9D684	Rin2
44.92616515	Q99J99	Mpst
44.92465982	Q9WU42	Ncor2
44.9243953	Q8BZ20	Parp12
44.92363439	P26040	Ezr
44.92017351	O09043	Napsa
44.8909856	Q62165	Dag1
44.8870005	Q61234	Snta1
44.88198658	Q8CHP5	Wibg
44.852757	Q60953	Pml
44.83582261	Q9DC26	Slc46a3
44.81309126	P46662	Nf2
44.80473312	O70318	Epb4.1l2
44.78275566	Q5SVQ0	Kat7
44.77657081	Q91VX2	Ubap2
44.69884072	P0DW87	Cyhr1
44.64553965	Q6PDE8	Tmem180
44.62489383	P22437	Ptgs1
44.62307677	Q91YR7	Prpf6
44.58629883	Q99KP6	Prpf19
44.513304	Q9JJK5	Herpud1
44.48358669	P23506	Pcmt1
44.46050035	O89110	Casp8
44.42385583	Q9WVJ3	Cpq
44.37887204	Q9CY73	Mrpl44
44.3646025	Q4VAA2	Cdv3
44.35244258	Q9DBD5	Pelp1
44.32677824	Q91VJ4	Stk38
44.30462677	Q99M02	2-Mar
44.27833937	Q8VCF0	Mavs
44.27629127	Q8VDI1	Epsti1
44.25262797	Q9Z0V7	Timm17b
44.18335168	Q99J72	Apobec3
44.14555664	Q9Z2F7	Bnip3l
44.13306439	Q91W50	Csde1
44.12383594	Q8BGD8	Coa6
44.09775189	P46460	Nsf
44.05926961	Q9JIY5	Htra2
44.05707478	Q8VBV7	Cops8
44.05205613	O35954	Pitpnm1
44.04044558	Q9ERE8	Mesdc1
44.03643217	Q6ZPE2	Sbf1
43.93805466	Q9JLC6	Tef
43.93198774	Q9CQ20	Mid1ip1
43.79694232	Q6PAM1	Txlna
43.78988733	Q9EPE9	Atp13a1
43.7880661	O35704	Sptlc1
43.74896832	Q8BU88	Mrpl22
43.68604435	Q8BVG4	Dpp9
43.65648035	P07901	Hsp90aa1
43.65223486	Q76LS9	Fam63a
43.64288209	Q9CXV9	Dcun1d5
43.63960944	O70479	Tnfaip1
43.56465361	Q9QYA2	Tomm40
43.55601738	P70255	Nfic
43.49970801	Q9CY57	Chtop
43.46917189	Q80UU9	Pgrmc2
43.45989241	Q8K2U2	Alkbh6
43.45860413	Q9QXW2	Fbxw5
43.45378923	Q8R3Y8	Irf2bp1
43.44236984	Q3UK10	B9d2
43.41955107	Q9D7I5	Lhpp
43.41838131	Q9DBT3	Ccdc97
43.41239649	Q920V1	B3galnt1
43.37735503	O54941	Smarce1
43.36616509	Q99KU0	Vmp1
43.36162259	Q8K382	Dennd1a
43.35821611	Q80YE7	Dapk1
43.34298726	O35709	Enc1
43.33376706	P58404	Strn4
43.25394278	Q80Y50	Camta2
43.2405167	P61027	Rab10
43.19366435	Q99LJ0	Cttnbp2nl
43.15189427	Q8CBW3	Abi1
43.13474135	P34902	Il2rg
43.13139434	Q8BRN9	Cc2d1b
43.11701216	O35153	Bet1l
43.10605001	Q9WUA2	Farsb
43.10125432	Q9DD24	Wbp5
43.09529857	Q9Z277	Baz1b
43.08590324	Q9CWY8	Rnaseh2a
43.05439918	Q8BKR5	Ppp1r37
43.04753718	Q9EPU0	Upf1
43.028082	Q8BH86	9030617O03Rik
43.02710187	O35887	Calu
43.01774886	P83741	Wnk1
42.96681968	Q91XA5	Snapc2
42.96679541	Q99K85	Psat1
42.94497943	Q8K2M0	Mrpl38
42.92536539	Q9D7M8	Polr2d
42.9212251	Q80VJ3	Dnph1
42.91013204	Q3TBN1	Tmem248
42.9084032	Q8CCB4	Vps53
42.88884722	Q8BR27	Fam214b
42.87816068	Q9CX34	Sugt1
42.87529409	Q99N57	Raf1
42.85364505	Q99KR8	Fuca2
42.80097053	O70591	Pfdn2
42.78265397	Q8BU11	Tox4
42.75362194	Q8BG32	Psmd11
42.7506551	Q6P7W2	Shkbp1
42.73602453	P61965	Wdr5
42.72126909	Q8QZS3	Flcn
42.71208756	Q9QUR6	Prep
42.70264785	Q8K1A6	Cc2d1a
42.70186894	Q9D892	Itpa
42.690915	Q9D0I9	Rars
42.68796637	P97822	Anp32e
42.67009311	Q8BIF9	Zfp787
42.63337616	B1AZP2	Dlgap4
42.62515482	Q9DC61	Pmpca
42.62291069	Q9D554	Sf3a3
42.62054923	Q91Y74	St3gal4
42.61508275	Q8R5L3	Vps39
42.60238565	Q9JIX8	Acin1
42.58435342	Q9ESU6	Brd4
42.57689181	Q6P6I6	Polr2m
42.57376621	Q60715	P4ha1
42.49437083	Q9CQY1	Atg12
42.49224592	Q6P4T2	Snrnp200
42.46449856	O35326	Srsf5
42.45571228	O35298	Aoah
42.4072764	Q9ET30	Tm9sf3
42.40461621	P97760	Polr2c
42.40393164	Q9DCC8	Tomm20
42.38023157	Q8K071	Tmem221
42.36736271	P59268	Zdhhc9
42.34579492	Q3TDK6	Rogdi
42.33047679	O35864	Cops5
42.2980443	Q8R5A0	Smyd2
42.27655102	O35632	Hyal2
42.27227762	P57787	Slc16a3
42.24160231	Q9CWZ3	Rbm8a
42.23476311	Q64191	Aga
42.20840335	Q3ULF4	Spg7
42.20223321	Q9Z2N8	Actl6a
42.17740239	Q9ER00	Stx12
42.14764561	Q9Z0H8	Clip2
42.14373395	Q8K031	Stard8
42.13724349	Q80V24	Vgll4
42.13586737	P17563	Selenbp1
42.1325462	Q62172	Ralbp1
42.12466054	Q9Z0G7	Zbtb22
42.08591808	Q8R0J7	Vps37b
42.06524769	Q8VE37	Rcc1
42.05344436	Q63943	Mef2d
42.05245208	Q793I8	Tifa
42.04572689	Q3UVL4	Vps51
42.0330497	P62915	Gtf2b
42.01804346	Q91YQ7	Rmnd5b
42.00681702	P09671	Sod2
41.99563373	P58686	1110008P14Rik
41.95361868	Q6P9J9	Ano6
41.92048351	P48193	Epb4.1
41.90185953	P68037	Ube2l3
41.76154616	Q8CFX1	H6pd
41.74429319	Q3TFD2	Lpcat1
41.71731843	Q91YR9	Ptgr1
41.7039169	O08688	Capn5
41.68028639	Q9CR95	Necap1
41.65247671	P60904	Dnajc5
41.63615949	P97377	Cdk2
41.61411639	Q06138	Cab39
41.60714174	Q80XI4	Pip4k2b
41.60491817	Q61179	Irf9
41.57116271	O35250	Exoc7
41.55576907	P51943	Ccna2
41.55085638	Q9Z315	Sart1
41.52463992	Q9DBN4	4833439L19Rik
41.52418248	P42125	Eci1
41.50631943	Q91ZV7	Plxdc1
41.49341242	Q8C0L6	Paox
41.48045	Q99L43	Cds2
41.47002556	O35621	Pmm1
41.45225882	Q9JJZ6	Klf13
41.42077869	Q9Z1S0	Bub1b
41.38971705	Q5SRY7	Fbxw11
41.37496116	Q8BNV1	Trmt2a
41.34275121	Q8BX65	Mdfic
41.34205087	Q9D8T0	Fam3a
41.3418495	P60762	Morf4l1
41.33210517	Q5XKN4	Jagn1
41.3042246	Q9DCH6	Zfand6
41.29088055	P30678	Gna15
41.2858849	Q6PGF3	Med16
41.26848487	Q80SW1	Ahcyl1
41.2533002	Q9ERR1	Ndel1
41.25170711	Q8CFA1	Irak2
41.24157755	Q8BHL5	Elmo2
41.23726802	Q91X58	Zfand2b
41.23618347	Q3U214	Mast3
41.22607937	Q99LP6	Grpel1
41.21665799	Q8BMC4	Nop9
41.21335354	Q9JM95	St6galnac6
41.17934957	Q60778	Nfkbib
41.17005178	Q9Z1B5	Mad2l1
41.11674718	Q8CDD8	Kctd20
41.10248656	P53811	Pitpnb
41.0932407	Q9R0L9	Cd164
41.09136511	P62951	Blcap
41.02491435	Q62311	Taf6
41.02128545	Q9JKP5	Mbnl1
41.01912146	Q7TPN9	Prr14
40.95783139	Q91VH6	Memo1
40.952572	P57784	Snrpa1
40.94051898	Q9CR21	Ndufab1
40.89322846	Q9D8C2	Tspan13
40.88630777	Q9D3P8	Plgrkt
40.86924113	P04627	Araf
40.84333475	O09172	Gclm
40.83552244	P52483	Ube2e3
40.82866896	P61953	Gng11
40.80558376	Q9CQC6	Bzw1
40.80489914	E9Q2M9	Wdfy4
40.80287647	O08789	Mnt
40.75359911	P40336	Vps26a
40.68321474	Q6PFH3	Dcaf15
40.66132377	Q8BG94	Commd7
40.65984735	Q3U6N9	1110038F14Rik
40.65334355	Q9CS00	Cactin
40.61021876	Q9Z131	Sh3bp5
40.57668141	Q99MR3	Slc12a9
40.57580003	Q9DB15	Mrpl12
40.54124594	Q791N7	Znrd1
40.5386203	P97807	Fh1
40.49421318	P58771	Tpm1
40.48393543	Q6ZQF7	Jade2
40.40763362	P70671	Irf3
40.40452428	Q9CQX2	Cyb5b
40.40404555	Q9Z2I2	Fkbp1b
40.39338835	Q9DBL7	Coasy
40.39180206	Q9DCC7	Isoc2b
40.38488609	Q8K0C1	Ipo13
40.37953829	Q3UV16	Itpripl2
40.37568363	Q9WTN3	Srebf1
40.36525275	Q9ERA6	Tfip11
40.36514488	P18155	Mthfd2
40.36455468	Q99JX4	Eif3m
40.32548424	Q3UMW7	Mapkapk3
40.2552888	A2AIV8	Card9
40.23118971	Q91YI1	Atg13
40.21669844	Q922V4	Plrg1
40.21408805	Q8K245	Uvrag
40.21139238	Q8CH02	Sugp1
40.20036452	Q9D4C5	Eaf1
40.19647887	P10630	Eif4a2
40.16865754	Q9CXL3	3110082I17Rik
40.14716159	O35625	Axin1
40.10685222	Q922Q1	2-Mar
40.04994657	P84104	Srsf3
40.04237698	O89001	Cpd
40.03935063	Q9CWY9	Rpain
40.03621382	Q8BL97	Srsf7
40.02511694	Q6P1B1	Xpnpep1
40.02144636	Q8K136	Scnm1
39.9625453	Q921M4	Golga2
39.95829713	Q9D1C2	Cby1
39.91896231	Q8CHW4	Eif2b5
39.89941163	Q8K1Z0	Coq9
39.89518734	Q9JI99	Sgpp1
39.88689965	Q8R480	Nup85
39.86774435	Q8CIP4	Mark4
39.82588896	Q91V01	Lpcat3
39.81661374	P30282	Ccnd3
39.80228674	Q6GQT9	Nomo1
39.77353631	Q3U1J1	Tfpt
39.76376688	Q9QZL0	Ripk3
39.71667739	O09117	Sypl
39.71249733	Q9DAX2	Ppap2c
39.61236321	Q8BVQ5	Ppme1
39.60688426	Q99NB8	Ubqln4
39.59547093	Q9CWW7	Cxxc1
39.54639251	Q9CQF8	Mrpl57
39.54224326	Q91W52	Tmem19
39.53114741	Q9CYZ2	Tpd52l2
39.52504721	Q8BMK0	Cep85
39.50824649	Q9CQE1	Nipsnap3b
39.49071642	Q6P073	Ube2j2
39.45693867	Q91YJ2	Snx4
39.45359249	Q9QWY8	Asap1
39.45191897	Q9JMA1	Usp14
39.45125872	Q9DB96	Ngdn
39.42769445	P70284	Tgif1
39.42340865	Q9D722	Oser1
39.41539282	Q9JHE6	Hes6
39.41174133	Q8VDI7	Ubac1
39.37926708	Q9D6Y7	Msra
39.37399919	Q9QYI4	Dnajb12
39.36872231	Q80V53	Chst14
39.31025028	Q8BJF9	Chmp2b
39.30642856	P47740	Aldh3a2
39.30589162	Q9D0N7	Chaf1b
39.2579154	Q8VEJ9	Vps4a
39.21199108	Q9CWM2	Cdca4
39.21111658	Q9CQR5	Zmat5
39.19617813	P70206	Plxna1
39.18923889	O35305	Tnfrsf11a
39.15526527	Q8R0P8	Abhd8
39.11346549	Q99LM2	Cdk5rap3
39.09284011	P97440	Slbp
38.97607067	Q8BTI8	Srrm2
38.95143986	O70139	Pkig
38.90940529	Q9CQ49	Ncbp2
38.89852742	G3X8U3	2210016F16Rik
38.88513625	P16460	Ass1
38.88276411	Q8CHY6	Gatad2a
38.83641838	Q3TXU5	Dhps
38.83138738	O35126	Atn1
38.80565862	Q80UY2	Kcmf1
38.77463805	Q3TBW2	Mrpl10
38.74550365	Q8K0G5	Tssc1
38.70842638	Q8C5L6	Inpp5k
38.70718001	O54918	Bcl2l11
38.70307019	P54729	Nub1
38.68292578	Q6ZQ29	Taok2
38.65889813	P31266	Rbpj
38.62474614	Q62087	Pon3
38.61045052	Q8BUI3	Lrwd1
38.5866753	Q8CIK8	Rfwd3
38.58102047	Q8K2X8	Gtf2h5
38.56740334	Q8K3D6	Slc35e4
38.56016796	Q9CRA5	Golph3
38.55066808	Q80U87	Usp8
38.54096792	Q8R1U1	Cog4
38.52992455	P53368	Nudt1
38.52231312	Q8VCV1	Abhd17c
38.44671108	Q9QYT7	Pigq
38.44192205	Q8BWP8	B3gnt1
38.42332216	Q9D483	Polr3c
38.40018726	Q9CQL5	Mrpl18
38.36744846	P28271	Aco1
38.36353711	Q9CWE0	Mtfr1l
38.36284505	Q9Z0Y9	Nr1h3
38.36242452	Q9CQA0	Cenpm
38.34951186	Q91Z22	Tmem123
38.32550242	Q9DCK4	Zfp414
38.30853902	Q3TIX9	Usp39
38.29949898	Q9QZS2	Rnf4
38.27726558	Q8K3G5	Vrk3
38.26926154	Q7TNG5	Eml2
38.26138107	Q3V3Q7	Pacs2
38.23089964	P58544	Btbd1
38.21989189	Q9D6K8	Fundc2
38.18250111	O08784	Tcof1
38.11179651	Q7TPD0	Ints3
38.10621842	Q9D3L0	Fam174a
38.0954266	Q8BH48	Ubap1
38.08069367	Q6NZR5	Skiv2l
38.06947441	Q9EQH3	Vps35
38.04271473	Q9D289	Trappc6b
38.04167359	Q99JF5	Mvd
38.02165217	Q9D8S9	Bola1
38.00415132	Q8K268	Abcf3
37.97891534	Q9CQ13	Coprs
37.93844948	Q8BKX1	Baiap2
37.92335497	Q3UN58	2610002J02Rik
37.92081914	Q9DCB8	Isca2
37.88539211	Q99J87	Dhx58
37.88200029	Q9D1C9	Rrp7a
37.8370447	P17950	Ier2
37.80499795	Q8BUJ9	Lrp12
37.78672873	Q8BSL7	Arf2
37.77243265	P33611	Pola2
37.75547241	Q9CR23	Tmem9
37.74602418	Q8BWH0	Slc38a7
37.71727741	Q8C5Q4	Grsf1
37.68769145	Q9DCH2	Pop7
37.65413594	Q80U63	Mfn2
37.64048978	Q61191	Hcfc1
37.63660324	Q8VHQ4	Rab40c
37.63216004	Q9D967	Mdp1
37.62821722	Q810B6	Ankfy1
37.6125817	P17809	Slc2a1
37.59159492	Q9CPV7	Zdhhc6
37.56501537	P22315	Fech
37.53875302	Q8R184	Fam110a
37.53105084	Q922L6	Nelfcd
37.51790472	Q8R516	Mib2
37.50316849	Q8BPA8	Dpcd
37.47891067	Q9CR73	Pnrc2
37.4301541	Q8BLX4	Slc35c1
37.4158496	P97467	Pam
37.41349482	O09012	Pex5
37.39833157	Q6PHU5	Sort1
37.37821209	Q64737	Gart
37.37583347	Q8CG64	Fkrp
37.35748696	Q9CQB2	Fam195a
37.35233613	Q9DCX1	Mad2l1bp
37.29663797	Q8C5N5	Pdcd2l
37.27215814	P62257	Ube2h
37.27041311	Q8C2E7	E430025E21Rik
37.26976724	Q9DBW0	Cyp4v3
37.25501956	Q3TX08	Trmt1
37.24567261	A2A8Z1	Osbpl9
37.24553362	Q9CQU5	Zwint
37.24188411	A2APB8	Tpx2
37.20831948	Q99MU3	Adar
37.19524723	Q9D8N6	Lin37
37.17996531	Q99LS1	Mmadhc
37.17712751	Q9DB90	Smg9
37.14873012	Q8K4Z5	Sf3a1
37.14841368	Q9R0P6	Sec11a
37.14435242	Q8JZM6	Tifab
37.12989397	Q6A028	Swap70
37.11566717	Q9DBU3	Riok3
37.10722089	P09405	Ncl
37.09624847	F2Z3Y9	2610001J05Rik
37.04072221	Q8C0C7	Farsa
37.03372562	Q8C0P5	Coro2a
37.03213689	P63328	Ppp3ca
37.02287231	Q9D8V7	Sec11c
37.0108397	Q9JMD0	Zfp207
36.96395724	P97764	Wbp1
36.93331413	Q99K43	Prc1
36.92016625	Q8K3W0	Bre
36.86051869	Q3UW53	Fam129a
36.85899174	O88455	Dhcr7
36.82088219	Q61025	Ift20
36.80109712	Q99JY4	Trabd
36.79310135	Q9DB27	Mcts1
36.78556978	Q60929	Mef2a
36.7711017	Q99LV7	Pigx
36.73009871	Q62383	Supt6
36.71920576	Q6DFX2	Antxr2
36.70294733	O35382	Exoc4
36.66104297	Q9DCZ1	Gmpr
36.65926323	Q9CPU0	Glo1
36.63905408	Q99LG4	Ttc5
36.62877046	Q3TDD9	Ppp1r21
36.58245437	Q9JLQ2	Git2
36.55760913	Q8C7U7	Galnt6
36.55076727	Q61425	Hadh
36.5110957	Q9CPX6	Atg3
36.50253113	P60122	Ruvbl1
36.48034276	Q8CFE2	2700029M09Rik
36.47226897	Q80WM9	Tnfrsf14
36.44259258	Q8VBT9	Aspscr1
36.43282545	Q8BFQ4	Wdr82
36.3585494	Q8C6G8	Wdr26
36.35106965	Q8BJ71	Nup93
36.33965725	Q8K211	Slc31a1
36.33065565	Q922P8	Tmem132a
36.31852572	P49070	Caml
36.31786979	Q9CXJ4	Abcb8
36.30973196	P70677	Casp3
36.30111738	Q9JKL4	Ndufaf3
36.26938237	Q9CZS3	Fopnl
36.2193478	Q8CB77	Tceb3
36.11492173	Q6DID7	Wls
36.09140604	Q8BFQ2	Tmem229b
36.08790598	Q6GQT6	Scap
36.08092237	Q9ERG0	Lima1
36.07955181	Q91VN2	Gm5617
36.0763357	Q9QX60	Dguok
36.05843708	Q9R078	Prkab1
36.05030104	Q8BNI4	Derl2
36.04823351	Q8R034	Anapc13
35.97874386	Q9CR08	Pop4
35.97383377	Q9WVS7	Map2k5
35.96924073	Q99K24	Slc39a3
35.96801686	Q91VM5	Rbmxl1
35.9523938	Q99LD8	Ddah2
35.9322234	Q9JI11	Stk4
35.91954233	Q9Z1X4	Ilf3
35.90612809	P50544	Acadvl
35.89902497	Q9CR70	Lage3
35.8932801	O88271	Cfdp1
35.88009135	P61971	Nutf2
35.87668621	Q8K212	Pacs1
35.86570018	Q9DCS3	Mecr
35.82771862	Q8VED2	Bloc1s4
35.81924771	Q8CIN4	Pak2
35.78942694	Q9EP72	Emc7
35.78315727	Q9JKF4	Clec4n
35.78025177	Q9WUA3	Pfkp
35.77223254	Q8BTX9	Hsdl1
35.71466644	Q9WVF8	Tusc2
35.70159231	Q920B0	Frmd4b
35.54914647	Q8BVF2	Pdcl3
35.54484116	P98192	Gnpat
35.54029567	Q9D6H5	Zdhhc4
35.53525911	Q66JT7	Coq2
35.53439466	Q64311	Ntan1
35.51653161	P04925	Prnp
35.51022704	Q9Z2L7	Crlf3
35.49806697	Q60967	Papss1
35.49672356	Q9D7M1	Gid8
35.47582633	Q5XJY5	Arcn1
35.47450257	Q00899	Yy1
35.45443387	Q9CQ43	Dut
35.4389048	P23249	Mov10
35.42208305	P13609	Srgn
35.39873591	O88559	Men1
35.34583033	Q9JIS8	Slc12a4
35.33919558	Q5U5M8	Bloc1s3
35.33737047	Q80VC6	Trnau1ap
35.33201951	Q8VE10	Naa40
35.32099867	Q9D0F9	Pgm2
35.28995945	Q8R4H9	Slc30a5
35.2501496	Q9DCD2	Xab2
35.23157865	Q99K90	Tab2
35.17755233	Q9JHD2	Kat2a
35.16400527	Q8BTU1	Gtl3
35.14669609	Q8BT51	Coa4
35.13686308	Q61166	Mapre1
35.12214404	Q8R0L9	Tada3
35.10068638	P42227	Stat3
35.10058533	Q9CYY7	Slmo2
35.08603652	Q8R409	Hexim1
35.08513031	Q62158	Trim27
35.07425076	Q8C1Y8	Ccz1
35.06646637	Q8R1N4	Nudcd3
35.05562137	Q8CHY3	Dym
35.05356707	Q9WTZ2	Mbtps1
35.04734428	P97801	Smn1
35.04218415	Q99KN2	Ciao1
35.02681759	Q9D385	Arl2bp
35.02129438	Q8VEA4	Chchd4
35.01552016	Q9JJZ4	Ube2j1
35.00271847	Q9CR10	Oxld1
34.99642206	Q9JMH9	Myo18a
34.99161098	Q9Z0E0	Ncdn
34.99030932	Q5SUQ9	Ctc1
34.95844718	P49135	Ercc3
34.94002486	Q9R013	Ctsf
34.92408369	Q8VCX5	Micu1
34.88936917	Q9D7K2	Ten1
34.86629103	Q9JL15	Lgals8
34.86493083	Q9WV68	Decr2
34.85879813	Q9Z0R4	Itsn1
34.856997	P45952	Acadm
34.85031226	Q9CZ96	Zcrb1
34.84812307	Q8CFV9	Rfk
34.84227912	Q8R314	Slc35f5
34.82816597	Q6PB44	Ptpn23
34.80153019	Q64FW2	Retsat
34.77991806	Q91VM3	Wdr45
34.75564085	Q9QYI3	Dnajc7
34.67604112	Q9QZR0	Rnf25
34.64950272	P29452	Casp1
34.6420933	Q9D0C1	Rnf115
34.61070999	Q9DBU2	Naa60
34.60800107	Q8BJ90	Zfp771
34.58881566	Q9DB91	Med29
34.58100371	Q8VE80	Thoc3
34.57483535	P62073	Timm10
34.56023032	Q80VD1	Fam98b
34.5531947	Q91YR1	Twf1
34.54017157	Q9Z108	Stau1
34.48929553	Q63810	Ppp3r1
34.4496226	Q9QZE5	Copg1
34.43289774	Q8CE90	Map2k7
34.42414923	Q69ZQ2	Isy1
34.41093961	Q9JM52	Mink1
34.40816341	Q9D1G2	Pmvk
34.40474739	Q8R173	Zdhhc3
34.39052562	Q61457	Ccne1
34.38832102	Q8BYA0	Tbcd
34.36102	P70202	Lxn
34.33784903	Q9WVC6	Sgk1
34.30310787	P59326	Ythdf1
34.29095298	Q9JIF7	Copb1
34.28840898	Q80WQ6	Rhbdf2
34.28589934	Q3U1Y4	Dennd4b
34.2773284	Q9D1Q6	Erp44
34.25857777	Q91WQ3	Yars
34.22356853	Q9CX13	Cnih4
34.21528306	Q8BX57	Pxk
34.21426536	Q99MP8	Brap
34.19359544	O35379	Abcc1
34.19107732	Q91VR5	Ddx1
34.18829673	P70444	Bid
34.17652334	Q3TD49	Sppl2b
34.17325512	Q04735	Cdk16
34.12971455	Q6PGB6	Naa50
34.11576525	Q80XU3	Nucks1
34.07915576	Q99LB6	Mat2b
34.05759905	Q9QXW0	Fbxl6
34.0469054	Q922S8	Kif2c
34.01996685	Q9CPY7	Lap3
34.01529687	Q6ZQ58	Larp1
33.99812835	Q9JJC9	Herpud2
33.98938712	P0C6B7	Igsf6
33.9691827	Q8VEG0	Ccdc71
33.9677084	Q8BN82	Slc17a5
33.95297653	Q9CRA4	Msmo1
33.9156708	Q9ERE7	Mesdc2
33.90952481	Q61810	Ltbp3
33.89675374	Q64518	Atp2a3
33.88929513	Q91VN4	Chchd6
33.87837095	Q6ZPZ3	Zc3h4
33.85054679	P24788	Cdk11b
33.83904925	P97864	Casp7
33.83633347	Q9CPZ6	Ormdl3
33.81189254	O88895	Hdac3
33.79324652	Q3UYC0	Ppm1h
33.78182835	Q921M7	Fam49b
33.77568033	Q9D6Y4	2310045N01Rik
33.77282856	Q8BJ25	Thap3
33.7297553	Q8R1G6	Pdlim2
33.72711417	Q8BH75	Rnf41
33.71787709	Q6Y685	Tacc1
33.71023695	P0DOV2	Ifi204
33.68050324	Q9Z0L8	Ggh
33.65118319	Q9WVH4	Foxo3
33.63962406	Q921G8	Tubgcp2
33.6337919	Q9CZL5	Pcbd2
33.6230159	Q99M87	Dnaja3
33.61023001	Q920D3	Med28
33.60873267	Q8R182	Prrg2
