gene_id	gene_name	previous_ids	product
TGME49_228200	N/A	Previous IDs: 1908.t000928;1908.t000928;1908.t000928;1908.t000928;42.m07431;TGME49_028200;TGME49_028200;TGME49_028200;TGME49_028200;TgGLEAN_6679;TgGlmHMM_3057;TgTigrScan_5381;TgTwinScan_5576;mrna.TGME49_028200A;tigr:cds.TGME49_028200A	vacuolar (h+)-atpase g subunit protein
TGME49_228210	N/A	Previous IDs: 1908.t000929;1908.t000929;1908.t000929;1908.t000929;42.m00098;TGME49_028210;TGME49_028210;TGME49_028210;TGME49_028210;TgGLEAN_6680;TgGlmHMM_3057;TgTigrScan_5381;TgTwinScan_5577;mrna.TGME49_028210A;tigr:cds.TGME49_028210A	26S proteasome regulatory subunit
TGME49_228220	N/A	Previous IDs: 1908.t000930;1908.t000930;1908.t000930;1908.t000930;42.m03614;TGME49_028220;TGME49_028220;TGME49_028220;TGME49_028220;TgGLEAN_6202;TgGlmHMM_3058;TgTigrScan_5382;TgTwinScan_5578;mrna.TGME49_028220A;tigr:cds.TGME49_028220A	MYND finger domain-containing protein
TGME49_228230	N/A	Previous IDs: 1908.t000931;1908.t000931;1908.t000931;1908.t000931;42.m03615;TGME49_028230;TGME49_028230;TGME49_028230;TGME49_028230;TgGLEAN_6201;TgGlmHMM_3058;TgTigrScan_5383;TgTwinScan_5579;mrna.TGME49_028230A;tigr:cds.TGME49_028230A	hypothetical protein
TGME49_228240	N/A	Previous IDs: 1908.t000932;1908.t000932;1908.t000932;1908.t000932;42.m03616;TGME49_028240;TGME49_028240;TGME49_028240;TGME49_028240;TgGLEAN_6200;TgGlmHMM_3059;TgTigrScan_5384;TgTigrScan_5385;TgTwinScan_5580;mrna.TGME49_028240A;tigr:cds.TGME49_028240A	hypothetical protein
TGME49_228250	N/A	Previous IDs: 1908.t000933;1908.t000933;1908.t000933;1908.t000933;42.m03617;TGME49_028250;TGME49_028250;TGME49_028250;TGME49_028250;TgGLEAN_6199;TgGlmHMM_3060;TgTigrScan_5385;TgTwinScan_5581;mrna.TGME49_028250A;tigr:cds.TGME49_028250A	elongation factor Tu GTP binding domain-containing protein
TGME49_228270	N/A	Previous IDs: 1908.t000934;1908.t000934;1908.t000934;1908.t000934;42.m03618;TGME49_028270;TGME49_028270;TGME49_028270;TGME49_028270;TgGLEAN_6681;TgTigrScan_5386;TgTwinScan_5582;mrna.TGME49_028270A;tigr:cds.TGME49_028270A	hypothetical protein
TGME49_228280	N/A	Previous IDs: 1908.t000935;1908.t000935;1908.t000935;1908.t000935;42.m07383;TGME49_028280;TGME49_028280;TGME49_028280;TGME49_028280;TgGLEAN_6198;TgGlmHMM_3060;TgTwinScan_5583;mrna.TGME49_028280A;tigr:cds.TGME49_028280A	hypothetical protein
TGME49_228290	ASH1	Previous IDs: 1908.t000936;1908.t000936;1908.t000936;1908.t000936;42.m03619;TGME49_028290;TGME49_028290;TGME49_028290;TGME49_028290;TgGLEAN_6682;TgGlmHMM_3061;TgTigrScan_5386;TgTwinScan_5584;mrna.TGME49_028290A;tigr:cds.TGME49_028290A	serine hydrolase ASH1
TGME49_228300	N/A	Previous IDs: 1908.t000937;1908.t000937;1908.t000937;1908.t000937;42.m00099;TGME49_028300;TGME49_028300;TGME49_028300;TGME49_028300;TgGLEAN_6683;TgGlmHMM_3062;TgTigrScan_5386;TgTwinScan_5585;mrna.TGME49_028300A;tigr:cds.TGME49_028300A	CCDC25 protein
TGME49_228310	N/A	Previous IDs: 1908.t000938;1908.t000938;1908.t000938;1908.t000938;42.m07432;TGME49_028310;TGME49_028310;TGME49_028310;TGME49_028310;TgGLEAN_6684;TgGlmHMM_3063;TgTwinScan_5586;mrna.TGME49_028310A;tigr:cds.TGME49_028310A	hypothetical protein
TGME49_228320	N/A	Previous IDs: 1908.t000939;1908.t000939;1908.t000939;1908.t000939;42.m03621;TGME49_028320;TGME49_028320;TGME49_028320;TGME49_028320;TgGLEAN_6197;TgGlmHMM_3064;TgTigrScan_5387;TgTwinScan_5587;mrna.TGME49_028320A;tigr:cds.TGME49_028320A	ribosome-binding factor A, putative
TGME49_228330	N/A	Previous IDs: 1908.t000940;1908.t000940;1908.t000940;1908.t000940;42.m05843;TGME49_028330;TGME49_028330;TGME49_028330;TGME49_028330;TgGLEAN_6685;TgGLEAN_6686;TgGlmHMM_3065;TgTigrScan_5388;TgTigrScan_5389;TgTwinScan_5588;mrna.TGME49_028330A;tigr:cds.TGME49_028330A	NLI interacting factor family phosphatase
TGME49_228340	N/A	Previous IDs: 1908.t000941;1908.t000941;1908.t000941;1908.t000941;42.m03622;TGME49_028340;TGME49_028340;TGME49_028340;TGME49_028340;TgGLEAN_6196;TgGlmHMM_3066;TgTigrScan_5390;TgTwinScan_5589;mrna.TGME49_028340A;tigr:cds.TGME49_028340A	hypothetical protein
TGME49_228350	N/A	Previous IDs: 1908.t000942;1908.t000942;1908.t000942;1908.t000942;42.m03622;TGME49_028350;TGME49_028350;TGME49_028350;TGME49_028350;TgGLEAN_6195;TgGlmHMM_3066;TgTigrScan_5391;TgTwinScan_5590;mrna.TGME49_028350A;tigr:cds.TGME49_028350A	elongation factor Tu GTP binding domain-containing protein
TGME49_228360	N/A	Previous IDs: 1908.t000943;1908.t000943;1908.t000943;1908.t000943;42.m05849;TGME49_028360;TGME49_028360;TGME49_028360;TGME49_028360;TgGLEAN_6194;TgGlmHMM_3066;TgTigrScan_5392;TgTwinScan_5592;mrna.TGME49_028360A;tigr:cds.TGME49_028360A	peptidyl-prolyl isomerase FKBP12, putative
TGME49_228370	N/A	Previous IDs: 1908.t000944;1908.t000944;1908.t000944;1908.t000944;42.m07435;TGME49_028370;TGME49_028370;TGME49_028370;TGME49_028370;TgGLEAN_6193;TgGlmHMM_3066;TgTigrScan_5393;TgTwinScan_5593;mrna.TGME49_028370A;tigr:cds.TGME49_028370A	hypothetical protein
TGME49_228370	N/A	Previous IDs: 1908.t000944;1908.t000944;1908.t000944;1908.t000944;42.m07435;TGME49_028370;TGME49_028370;TGME49_028370;TGME49_028370;TgGLEAN_6193;TgGlmHMM_3066;TgTigrScan_5393;TgTwinScan_5593;mrna.TGME49_028370A;tigr:cds.TGME49_028370A	hypothetical protein
TGME49_228380	N/A	Previous IDs: 1908.t000945;1908.t000945;1908.t000945;1908.t000945;42.m05850;TGME49_028380;TGME49_028380;TGME49_028380;TGME49_028380;TgGLEAN_6192;TgGLEAN_6193;TgGlmHMM_3066;TgTigrScan_5393;TgTwinScan_5594;mrna.TGME49_028380A;tigr:cds.TGME49_028380A	hypothetical protein
TGME49_228390	N/A	Previous IDs: 1908.t000946;1908.t000946;1908.t000946;1908.t000946;42.m00112;TGME49_028390;TGME49_028390;TGME49_028390;TGME49_028390;TgGLEAN_6191;TgGlmHMM_3066;TgTigrScan_5394;TgTwinScan_5595;mrna.TGME49_028390A;tigr:cds.TGME49_028390A	hypothetical protein
TGME49_228395	N/A	Previous IDs: 1941.t000030;1941.t000030;1941.t000030;1941.t000030;TGME49_028395;TGME49_028395;TGME49_028395;TGME49_028395	hypothetical protein
TGME49_228400	N/A	Previous IDs: 1941.t000029;1941.t000029;1941.t000029;1941.t000029;42.m00105;TGME49_028400;TGME49_028400;TGME49_028400;TGME49_028400;TgGLEAN_6688;TgGlmHMM_3067;TgTigrScan_5396;TgTigrScan_5397;TgTwinScan_5597;mrna.TGME49_028400A;tigr:cds.TGME49_028400A	WD domain, G-beta repeat-containing protein
TGME49_228410	N/A	Previous IDs: 1941.t000028;1941.t000028;1941.t000028;1941.t000028;42.m03626;TGME49_028410;TGME49_028410;TGME49_028410;TGME49_028410;TgGLEAN_6190;TgGlmHMM_3068;TgTigrScan_5398;mrna.TGME49_028410A;tigr:cds.TGME49_028410A	Tubulin-tyrosine ligase family protein
TGME49_228420	PKAC2	Previous IDs: 1941.t000027;1941.t000027;1941.t000027;1941.t000027;42.m03627;TGME49_028420;TGME49_028420;TGME49_028420;TGME49_028420;TgGLEAN_6188;TgGlmHMM_3068;TgTigrScan_5400;TgTwinScan_5598;mrna.TGME49_028420A;tigr:cds.TGME49_028420A	cAMP-dependent protein kinase subunit PKAc2
TGME49_228430	N/A	Previous IDs: 1941.t000026;1941.t000026;1941.t000026;1941.t000026;42.m05860;TGME49_028430;TGME49_028430;TGME49_028430;TGME49_028430;TgGLEAN_6187;TgGlmHMM_3068;TgTigrScan_5401;TgTwinScan_5599;mrna.TGME49_028430A;tigr:cds.TGME49_028430A	hypothetical protein
TGME49_228440	N/A	Previous IDs: 1941.t000025;1941.t000025;1941.t000025;1941.t000025;42.m07382;TGME49_028440;TGME49_028440;TGME49_028440;TGME49_028440;TgGLEAN_6187;TgGlmHMM_3068;TgTwinScan_5600;mrna.TGME49_028440A;tigr:cds.TGME49_028440A	hypothetical protein
TGME49_228460	N/A	Previous IDs: 1941.t000024;1941.t000024;1941.t000024;1941.t000024;42.m05844;TGME49_028460;TGME49_028460;TGME49_028460;TGME49_028460;TgGLEAN_6689;TgGlmHMM_3069;TgTigrScan_5402;TgTwinScan_5601;mrna.TGME49_028460A;tigr:cds.TGME49_028460A	hypothetical protein
TGME49_228470	RPL15	Previous IDs: 1941.t000023;1941.t000023;1941.t000023;1941.t000023;42.m00111;TGME49_028470;TGME49_028470;TGME49_028470;TGME49_028470;TgGLEAN_6186;TgGlmHMM_3070;TgTigrScan_5403;TgTwinScan_5602;mrna.TGME49_028470A;tigr:cds.TGME49_028470A	ribosomal protein RPL15
TGME49_228480	N/A	Previous IDs: 1941.t000022;1941.t000022;1941.t000022;1941.t000022;42.m07433;TGME49_028480;TGME49_028480;TGME49_028480;TGME49_028480;TgTigrScan_2547;mrna.TGME49_028480A;tigr:cds.TGME49_028480A	hypothetical protein
TGME49_228490	N/A	Previous IDs: 1941.t000021;1941.t000021;1941.t000021;1941.t000021;42.m00106;TGME49_028490;TGME49_028490;TGME49_028490;TGME49_028490;TgGLEAN_6690;TgGlmHMM_3071;TgTigrScan_2547;TgTwinScan_5603;mrna.TGME49_028490A;tigr:cds.TGME49_028490A	protein BCP1, putative
TGME49_228620	N/A	Previous IDs: 1941.t000018;1941.t000018;1941.t000018;1941.t000018;42.m00107;TGME49_028620;TGME49_028620;TGME49_028620;TGME49_028620;TgGLEAN_6691;TgGlmHMM_3073;mrna.TGME49_028620A;tigr:cds.TGME49_028620A	phosphatidylethanolamine-binding protein, putative
TGME49_228630	N/A	Previous IDs: 1941.t000017;1941.t000017;1941.t000017;1941.t000017;TGME49_028630;TGME49_028630;TGME49_028630;TGME49_028630;TgGLEAN_6181;TgGlmHMM_3074;TgTigrScan_2552;TgTwinScan_5606;mrna.TGME49_028630A;tigr:cds.TGME49_028630A	MIR domain-containing protein
TGME49_228640	N/A	Previous IDs: 1941.t000016;1941.t000016;1941.t000016;1941.t000016;42.m07381;TGME49_028640;TGME49_028640;TGME49_028640;TGME49_028640;TgTigrScan_2552;mrna.TGME49_028640A;tigr:cds.TGME49_028640A	hypothetical protein
TGME49_228660	N/A	Previous IDs: 1941.t000015;1941.t000015;1941.t000015;1941.t000015;42.m00109;TGME49_028660;TGME49_028660;TGME49_028660;TGME49_028660;TgGLEAN_6693;TgGlmHMM_3075;TgTigrScan_2555;TgTwinScan_5607;mrna.TGME49_028660A;tigr:cds.TGME49_028660A	Sec7 domain-containing protein
TGME49_228670	N/A	Previous IDs: 1941.t000014;1941.t000014;1941.t000014;1941.t000014;42.m03633;TGME49_028670;TGME49_028670;TGME49_028670;TGME49_028670;TgGLEAN_6694;TgGLEAN_6695;TgGlmHMM_3075;TgTigrScan_2556;TgTigrScan_2557;TgTwinScan_5608;mrna.TGME49_028670A;tigr:cds.TGME49_028670A	zinc finger, C2H2 type domain-containing protein
TGME49_228680	N/A	Previous IDs: 1941.t000013;1941.t000013;1941.t000013;1941.t000013;42.m03634;TGME49_028680;TGME49_028680;TGME49_028680;TGME49_028680;TgGLEAN_6695;TgGlmHMM_3075;TgTigrScan_2557;mrna.TGME49_028680A;tigr:cds.TGME49_028680A	mitochondrial carrier superfamily protein
TGME49_228690	N/A	Previous IDs: 1941.t000012;1941.t000012;1941.t000012;1941.t000012;42.m03635;TGME49_028690;TGME49_028690;TGME49_028690;TGME49_028690;TgGLEAN_6179;TgGlmHMM_3076;TgTigrScan_2558;TgTigrScan_2559;TgTigrScan_2560;TgTwinScan_5610;mrna.TGME49_028690A;tigr:cds.TGME49_028690A	phosphatidylinositol 3- and 4-kinase
TGME49_228710	N/A	Previous IDs: 1941.t000011;1941.t000011;1941.t000011;1941.t000011;42.m03636;TGME49_028710;TGME49_028710;TGME49_028710;TGME49_028710;TgGLEAN_6696;TgGlmHMM_3077;TgTigrScan_2563;TgTwinScan_5612;mrna.TGME49_028710A;tigr:cds.TGME49_028710A	hypothetical protein
TGME49_228720	N/A	Previous IDs: 1941.t000010;1941.t000010;1941.t000010;1941.t000010;TGME49_028720;TGME49_028720;TGME49_028720;TGME49_028720;TgGLEAN_6177;TgTigrScan_2564;TgTwinScan_5613;mrna.TGME49_028720A;tigr:cds.TGME49_028720A	hypothetical protein
TGME49_228730	N/A	Previous IDs: 1941.t000009;1941.t000009;1941.t000009;1941.t000009;TGME49_028730;TGME49_028730;TGME49_028730;TGME49_028730;TgGLEAN_6697;TgGlmHMM_3077;TgTigrScan_2565;TgTwinScan_5614;mrna.TGME49_028730A;tigr:cds.TGME49_028730A	CRT domain-containing protein
TGME49_228750	CDPK7	Previous IDs: 1941.t000008;1941.t000008;1941.t000008;1941.t000008;42.m03637;TGME49_028750;TGME49_028750;TGME49_028750;TGME49_028750;TgGLEAN_6698;TgGlmHMM_3077;TgTigrScan_2567;TgTwinScan_5615;mrna.TGME49_028750A;tigr:cds.TGME49_028750A	calcium dependent protein kinase CDPK7
TGME49_228760	N/A	Previous IDs: 1941.t000007;1941.t000007;1941.t000007;1941.t000007;42.m03638;TGME49_028760;TGME49_028760;TGME49_028760;TGME49_028760;TgGLEAN_6699;TgGlmHMM_3079;TgTigrScan_2568;TgTwinScan_5616;mrna.TGME49_028760A;tigr:cds.TGME49_028760A	hypothetical protein
TGME49_228770	N/A	Previous IDs: 1941.t000006;1941.t000006;1941.t000006;1941.t000006;42.m00110;TGME49_028770;TGME49_028770;TGME49_028770;TGME49_028770;TgGLEAN_6700;TgGlmHMM_3080;TgTigrScan_2569;TgTwinScan_5617;mrna.TGME49_028770A;tigr:cds.TGME49_028770A	hypothetical protein
TGME49_228780	N/A	Previous IDs: 1941.t000005;1941.t000005;1941.t000005;1941.t000005;42.m03640;TGME49_028780;TGME49_028780;TGME49_028780;TGME49_028780;TgGLEAN_6702;TgGlmHMM_3080;TgTigrScan_2571;mrna.TGME49_028780A;tigr:cds.TGME49_028780A	Toxoplasma gondii family C protein
TGME49_228980	N/A	Previous IDs: 1933.t000943;1933.t000943;1933.t000943;1933.t000943;TGME49_028980;TGME49_028980;TGME49_028980;TGME49_028980	hypothetical protein
TGME49_228990	N/A	Previous IDs: 1933.t000941;1933.t000941;1933.t000941;1933.t000941;44.m02516;TGME49_028990;TGME49_028990;TGME49_028990;TGME49_028990;TgGLEAN_4876;TgGlmHMM_3084;TgTigrScan_2485;TgTwinScan_5624;mrna.TGME49_028990A;tigr:cds.TGME49_028990A	zinc finger (CCCH type) motif-containing protein
TGME49_229000	N/A	Previous IDs: 1933.t000940;1933.t000940;1933.t000940;1933.t000940;44.m04694;TGME49_029000;TGME49_029000;TGME49_029000;TGME49_029000;TgGLEAN_4875;TgGlmHMM_3084;TgTigrScan_2486;TgTigrScan_2487;TgTwinScan_5625;mrna.TGME49_029000A;tigr:cds.TGME49_029000A	kelch repeat-containing protein
TGME49_229005	N/A	Previous IDs: 1933.t000939;1933.t000939;1933.t000939;1933.t000939;TGME49_029005;TGME49_029005;TGME49_029005;TGME49_029005	hypothetical protein
TGME49_229010	RON4	Previous IDs: 1933.t000938;1933.t000938;1933.t000938;1933.t000938;44.m06355;TGME49_029010;TGME49_029010;TGME49_029010;TGME49_029010;TgGLEAN_4878;TgGlmHMM_3085;TgTigrScan_2488;TgTwinScan_5626;mrna.TGME49_029010A;tigr:cds.TGME49_029010A	rhoptry neck protein RON4
TGME49_229020	CRK5	Previous IDs: 1933.t000937;1933.t000937;1933.t000937;1933.t000937;44.m02519;TGME49_029020;TGME49_029020;TGME49_029020;TGME49_029020;TgGLEAN_4874;TgGlmHMM_3086;TgTigrScan_2489;TgTwinScan_5627;mrna.TGME49_029020A;tigr:cds.TGME49_029020A	CDK-related protein kinase CRK5
TGME49_229030	N/A	Previous IDs: 1933.t000936;1933.t000936;1933.t000936;1933.t000936;44.m02520;TGME49_029030;TGME49_029030;TGME49_029030;TGME49_029030;TgGLEAN_4879;TgGLEAN_4880;TgGLEAN_4881;TgGlmHMM_3087;TgTigrScan_2490;TgTwinScan_5628;TgTwinScan_5629;mrna.TGME49_029030A;tigr:cds.TGME49_029030A	signal peptidase complex subunit 2, putative
TGME49_229140	N/A	Previous IDs: 1933.t000935;1933.t000935;1933.t000935;1933.t000935;44.m04695;TGME49_029140;TGME49_029140;TGME49_029140;TGME49_029140;TgGLEAN_4873;TgGlmHMM_3088;TgTigrScan_2491;TgTwinScan_5630;mrna.TGME49_029140A;tigr:cds.TGME49_029140A	MaoC family domain-containing protein
TGME49_229150	N/A	Previous IDs: 1933.t000934;1933.t000934;1933.t000934;1933.t000934;44.m04696;TGME49_029150;TGME49_029150;TGME49_029150;TGME49_029150;TgGLEAN_4872;TgGlmHMM_3088;TgTigrScan_2491;TgTwinScan_5631;mrna.TGME49_029150A;tigr:cds.TGME49_029150A	transporter, major facilitator family protein
TGME49_229160	DHHC12	Previous IDs: 1933.t000933;1933.t000933;1933.t000933;1933.t000933;44.m02523;TGME49_029160;TGME49_029160;TGME49_029160;TGME49_029160;TgGLEAN_4882;TgGlmHMM_3089;TgTigrScan_2493;TgTwinScan_5632;mrna.TGME49_029160A;tigr:cds.TGME49_029160A	palmitoyltransferase DHHC12
TGME49_229170	FNT3	Previous IDs: 1933.t000932;1933.t000932;1933.t000932;1933.t000932;44.m02524;TGME49_029170;TGME49_029170;TGME49_029170;TGME49_029170;TgGLEAN_4883;TgGlmHMM_3089;TgTigrScan_2493;TgTwinScan_5633;mrna.TGME49_029170A;tigr:cds.TGME49_029170A	formate/nitrite transporter FNT3
TGME49_229180	N/A	Previous IDs: 1933.t000931;1933.t000931;1933.t000931;1933.t000931;44.m02525;TGME49_029180;TGME49_029180;TGME49_029180;TGME49_029180;TgGLEAN_4871;TgGlmHMM_3090;TgTigrScan_2494;TgTwinScan_5634;mrna.TGME49_029180A;tigr:cds.TGME49_029180A	HEAT repeat-containing protein
TGME49_229190	N/A	Previous IDs: 1933.t000930;1933.t000930;1933.t000930;1933.t000930;TGME49_029190;TGME49_029190;TGME49_029190;TGME49_029190;TgGlmHMM_3090;mrna.TGME49_029190A;tigr:cds.TGME49_029190A	hypothetical protein
TGME49_229200	CYC1	Previous IDs: 1933.t000929;1933.t000929;1933.t000929;1933.t000929;44.m02526;TGME49_029200;TGME49_029200;TGME49_029200;TGME49_029200;TgGLEAN_4884;TgGlmHMM_3091;TgTigrScan_2496;TgTwinScan_5635;mrna.TGME49_029200A;tigr:cds.TGME49_029200A	cyclin CYC1
TGME49_229210	N/A	Previous IDs: 1933.t000928;1933.t000928;1933.t000928;1933.t000928;44.m02527;TGME49_029210;TGME49_029210;TGME49_029210;TGME49_029210;TgGLEAN_4870;TgGlmHMM_3092;TgTigrScan_2497;TgTwinScan_5636;mrna.TGME49_029210A;tigr:cds.TGME49_029210A	small nuclear ribonucleoprotein polypeptide A', putative
TGME49_229220	N/A	Previous IDs: 1933.t000952;1933.t000952;1933.t000952;1933.t000952;44.m05913;TGME49_029220;TGME49_029220;TGME49_029220;TGME49_029220;TgGLEAN_4869;TgGlmHMM_3092;TgTigrScan_2497;TgTwinScan_5637;mrna.TGME49_029220A;tigr:cds.TGME49_029220A	hypothetical protein
TGME49_229230	N/A	Previous IDs: 1933.t000927;1933.t000927;1933.t000927;1933.t000927;44.m02528;TGME49_029230;TGME49_029230;TGME49_029230;TGME49_029230;TgGLEAN_4885;TgGlmHMM_3093;mrna.TGME49_029230A;tigr:cds.TGME49_029230A	hypothetical protein
TGME49_229240	N/A	Previous IDs: 1933.t000926;1933.t000926;1933.t000926;1933.t000926;44.m02529;TGME49_029240;TGME49_029240;TGME49_029240;TGME49_029240;TgGLEAN_4886;TgGlmHMM_3094;TgTigrScan_2498;TgTwinScan_5638;mrna.TGME49_029240A;tigr:cds.TGME49_029240A	hypothetical protein
TGME49_229250	RPL28	Previous IDs: 1933.t000925;1933.t000925;1933.t000925;1933.t000925;44.m04692;TGME49_029250;TGME49_029250;TGME49_029250;TGME49_029250;TgGLEAN_4868;TgGlmHMM_3095;TgTigrScan_2499;TgTwinScan_5639;mrna.TGME49_029250A;tigr:cds.TGME49_029250A	ribosomal protein RPL28
TGME49_229260	BCC4	Previous IDs: 1933.t000924;1933.t000924;1933.t000924;1933.t000924;44.m02530;TGME49_029260;TGME49_029260;TGME49_029260;TGME49_029260;TgGLEAN_4867;TgGlmHMM_3095;TgTigrScan_2500;TgTwinScan_5640;mrna.TGME49_029260A;tigr:cds.TGME49_029260A	basal complex component BCC4
TGME49_229270	N/A	Previous IDs: 1933.t000923;1933.t000923;1933.t000923;1933.t000923;44.m04609;TGME49_029270;TGME49_029270;TGME49_029270;TGME49_029270;TgGLEAN_4887;TgGlmHMM_3096;TgTigrScan_2502;TgTwinScan_5641;mrna.TGME49_029270A;tigr:cds.TGME49_029270A	hypothetical protein
TGME49_229280	N/A	Previous IDs: 1933.t000922;1933.t000922;1933.t000922;1933.t000922;44.m02531;TGME49_029280;TGME49_029280;TGME49_029280;TGME49_029280;TgGLEAN_4888;TgGlmHMM_3097;TgTigrScan_2503;TgTwinScan_5642;mrna.TGME49_029280A;tigr:cds.TGME49_029280A	hypothetical protein
TGME49_229290	N/A	Previous IDs: 1933.t000921;1933.t000921;1933.t000921;1933.t000921;44.m02532;TGME49_029290;TGME49_029290;TGME49_029290;TGME49_029290;TgGLEAN_4865;TgGlmHMM_3098;TgTigrScan_2504;TgTwinScan_5643;mrna.TGME49_029290A;tigr:cds.TGME49_029290A	kelch repeat-containing protein
TGME49_229300	N/A	Previous IDs: 1933.t000970;1933.t000970;1933.t000970;1933.t000970;44.m05938;TGME49_029300;TGME49_029300;TGME49_029300;TGME49_029300;TgTigrScan_2504;mrna.TGME49_029300A;tigr:cds.TGME49_029300A	hypothetical protein
TGME49_229310	MED14	Previous IDs: 1933.t000920;1933.t000920;1933.t000920;1933.t000920;44.m02533;TGME49_029310;TGME49_029310;TGME49_029310;TGME49_029310;TgGLEAN_4889;TgGLEAN_4890;TgGlmHMM_3099;TgTigrScan_2505;TgTigrScan_2506;TgTwinScan_5644;mrna.TGME49_029310A;tigr:cds.TGME49_029310A	mediator complex subunit MED14
TGME49_229320	N/A	Previous IDs: 1933.t000919;1933.t000919;1933.t000919;1933.t000919;44.m02534;TGME49_029320;TGME49_029320;TGME49_029320;TGME49_029320;TgGLEAN_4864;TgGlmHMM_3100;TgTigrScan_2507;TgTwinScan_5645;mrna.TGME49_029320A;tigr:cds.TGME49_029320A	Cof family hydrolase subfamily protein
TGME49_229330	N/A	Previous IDs: 1933.t000918;1933.t000918;1933.t000918;1933.t000918;44.m02535;TGME49_029330;TGME49_029330;TGME49_029330;TGME49_029330;TgGLEAN_4863;TgGlmHMM_3101;TgTigrScan_2508;TgTwinScan_5646;mrna.TGME49_029330A;tigr:cds.TGME49_029330A	Cof family hydrolase subfamily protein
TGME49_229340	N/A	Previous IDs: 1933.t000917;1933.t000917;1933.t000917;1933.t000917;44.m04691;TGME49_029340;TGME49_029340;TGME49_029340;TGME49_029340;TgGLEAN_4862;TgGlmHMM_3102;TgTigrScan_2508;TgTwinScan_5647;mrna.TGME49_029340A;tigr:cds.TGME49_029340A	hypothetical protein
TGME49_229350	N/A	Previous IDs: 1933.t000916;1933.t000916;1933.t000916;1933.t000916;44.m02536;TGME49_029350;TGME49_029350;TGME49_029350;TGME49_029350;TgGLEAN_4861;TgGlmHMM_3102;TgTigrScan_2509;TgTwinScan_5648;mrna.TGME49_029350A;tigr:cds.TGME49_029350A	HEAT repeat-containing protein
TGME49_229360	N/A	Previous IDs: 1933.t000915;1933.t000915;1933.t000915;1933.t000915;44.m04690;TGME49_029360;TGME49_029360;TGME49_029360;TGME49_029360;TgGLEAN_4860;TgGlmHMM_3102;TgTigrScan_2510;TgTwinScan_5649;mrna.TGME49_029360A;tigr:cds.TGME49_029360A	transaldolase
TGME49_229370	AP2VIII1	Previous IDs: 1933.t000914;1933.t000914;1933.t000914;1933.t000914;44.m02538;TGME49_029370;TGME49_029370;TGME49_029370;TGME49_029370;TgGLEAN_4891;TgGlmHMM_3103;TgTigrScan_2511;TgTwinScan_5650;mrna.TGME49_029370A;tigr:cds.TGME49_029370A	AP2 domain transcription factor AP2VIII-1
TGME49_229380	N/A	Previous IDs: 1933.t000913;1933.t000913;1933.t000913;1933.t000913;44.m02539;TGME49_029380;TGME49_029380;TGME49_029380;TGME49_029380;TgGLEAN_4892;TgGlmHMM_3103;TgTigrScan_2512;TgTwinScan_5651;mrna.TGME49_029380A;tigr:cds.TGME49_029380A	hypothetical protein
TGME49_229390	N/A	Previous IDs: 1933.t000912;1933.t000912;1933.t000912;1933.t000912;44.m02540;TGME49_029390;TGME49_029390;TGME49_029390;TGME49_029390;TgGLEAN_4893;TgGlmHMM_3104;TgTigrScan_2512;TgTwinScan_5652;mrna.TGME49_029390A;tigr:cds.TGME49_029390A	hypothetical protein
TGME49_229405	PDE4	Previous IDs: 1933.t000911;1933.t000911;1933.t000911;1933.t000911;44.m02541;44.m04689;TGME49_029400;TGME49_029400;TGME49_029400;TGME49_029400;TGME49_029410;TGME49_029410;TGME49_029410;TGME49_029410;TgGLEAN_4857;TgGLEAN_4858;TgGlmHMM_3105;TgTigrScan_2513;TgTigrScan_2514;TgTwinScan_5653;TgTwinScan_5654;TgTwinScan_5655;mrna.TGME49_029400A;mrna.TGME49_029410A;tigr:cds.TGME49_029400A;tigr:cds.TGME49_029410A	3'5'-cyclic nucleotide phosphodiesterase PDE4
TGME49_229420	N/A	Previous IDs: 1933.t000910;1933.t000910;1933.t000910;1933.t000910;44.m00011;TGME49_029420;TGME49_029420;TGME49_029420;TGME49_029420;TgGLEAN_4856;TgGlmHMM_3105;TgTigrScan_2515;TgTwinScan_5656;mrna.TGME49_029420A;tigr:cds.TGME49_029420A	cytochrome c, putative
TGME49_229440	N/A	Previous IDs: 1933.t000909;1933.t000909;1933.t000909;1933.t000909;44.m02543;TGME49_029440;TGME49_029440;TGME49_029440;TGME49_029440;TgGLEAN_4854;TgGlmHMM_3105;TgTigrScan_6997;TgTigrScan_6998;TgTwinScan_5659;mrna.TGME49_029440A;tigr:cds.TGME49_029440A	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_229450	N/A	Previous IDs: 1933.t000908;1933.t000908;1933.t000908;1933.t000908;44.m02544;TGME49_029450;TGME49_029450;TGME49_029450;TGME49_029450;TgGLEAN_4853;TgGlmHMM_3106;TgTigrScan_6998;TgTwinScan_5660;mrna.TGME49_029450A;tigr:cds.TGME49_029450A	hypothetical protein
TGME49_229460	N/A	Previous IDs: 1933.t000907;1933.t000907;1933.t000907;1933.t000907;44.m02545;TGME49_029460;TGME49_029460;TGME49_029460;TGME49_029460;TgGLEAN_4894;TgGlmHMM_3107;TgTigrScan_7001;TgTwinScan_5661;mrna.TGME49_029460A;tigr:cds.TGME49_029460A	SWI2/SNF2-containing protein
